order_id,product_id,product_name,category,quantity,price,order_date,store_location
ef60c45a-9690-41de-872d-d65b36dcc33c,P1006,Sanitary Pads,Feminine Care,10,9.08,2024-09-24,Los Angeles
7823e6c3-ed2c-427e-85b6-c24fe51aa561,P1000,Liquid Detergent,Fabric Care,5,24.34,2024-07-15,Chicago
8edbcff8-b95f-415f-88d6-3325291d0549,P1006,Sanitary Pads,Feminine Care,9,15.21,2025-06-18,Los Angeles
78c9d280-1d44-4676-a887-6dbb9db859b8,P1018,Razor Blades,Grooming,2,16.82,2025-05-13,New York
98f57428-a5c4-423f-860d-88edf6d559c9,P1013,Face Wash,Skin & Personal Care,3,27.98,2025-02-23,New York
8ed5a33b-b3b1-45be-919f-0e12d7706031,P1019,Shaving Foam,Grooming,6,23.52,2024-07-22,Chicago
4b29b858-7459-4993-9994-83527752905c,P1000,Liquid Detergent,Fabric Care,5,27.16,2024-09-13,Chicago
19c1d8cf-e04b-48e3-8da0-31eb713a553d,P1007,Tampons,Feminine Care,4,16.03,2024-08-05,New York
980b279c-97a5-494b-91c3-298f5ee1fe18,P1003,Floor Cleaner,Home Care,10,14.49,2025-04-15,New York
ba661e6c-e297-474b-b8c0-316f8bc25144,P1004,Diapers,Baby Care,8,8.69,2024-11-26,Chicago
7187833a-04d9-4632-af05-64be9b491a8c,P1019,Shaving Foam,Grooming,3,22.45,2025-01-24,Chicago
3fa82c65-786e-4b03-a83c-5bfa77d606b0,P1013,Face Wash,Skin & Personal Care,9,18.48,2025-02-04,Los Angeles
900e0a2d-1f82-4198-b33b-d70e0abfcfd9,P1000,Liquid Detergent,Fabric Care,6,12.34,2024-09-05,Chicago
8df511a9-def1-4c07-99fa-d9c2fb90edf8,P1015,Mouthwash,Oral Care,7,7.75,2025-01-04,Los Angeles
4b8406d4-fa9d-4bfa-9344-1b46032302cb,P1013,Face Wash,Skin & Personal Care,8,21.81,2024-12-31,New York
bc5cd14f-c1e1-4259-a781-f96f524faa1f,P1007,Tampons,Feminine Care,10,6.66,2025-02-16,Chicago
adaa5ee8-607b-409b-903b-f5874a00700d,P1010,Shampoo,Hair Care,3,28.24,2025-06-19,Los Angeles
da3d07a7-2f80-403b-b561-c9edc678770a,P1018,Razor Blades,Grooming,6,19.22,2024-10-24,New York
c09ac9dd-2b07-4749-b1af-3972a33d4566,P1013,Face Wash,Skin & Personal Care,8,23.18,2025-01-31,Chicago
7cf32203-4de7-4488-84cc-01f72de64439,P1016,Pain Relief Tablets,Personal Health Care,10,4.86,2024-07-29,New York
652b3e1e-6922-42b5-8988-b881faa6d53d,P1001,Fabric Softener,Fabric Care,2,23.28,2025-06-22,Los Angeles
24c9d09a-6e92-418d-b897-5f918738b4d3,P1010,Shampoo,Hair Care,7,9.21,2025-03-11,Los Angeles
2bb4a8b3-34e3-4ccb-b21c-76721843bfac,P1004,Diapers,Baby Care,10,7.75,2024-08-30,New York
8eee463d-5202-4f9b-8fd4-cd7c92e6f3d8,P1019,Shaving Foam,Grooming,6,6.71,2025-06-03,New York
77d5d005-a46d-42c8-bee1-5c124c865c3a,P1017,Cough Syrup,Personal Health Care,1,8.46,2025-03-23,New York
6d8ae52f-8639-45b0-b8f3-2394b09297dc,P1009,Paper Towels,Family Care,6,12.74,2025-01-16,Los Angeles
4ec40885-9dba-4c14-b2e6-7e613f9f454f,P1006,Sanitary Pads,Feminine Care,1,8.19,2025-05-19,New York
8e3ca542-5b03-439f-95e9-38f26e7998b2,P1002,Air Freshener,Home Care,6,4.48,2025-02-02,New York
5ef23995-7341-4dcc-8a55-53754c668444,P1005,Baby Lotion,Baby Care,3,12.29,2024-10-12,Chicago
97a30fb2-ff29-44bf-9aa0-ccfafc760855,P1006,Sanitary Pads,Feminine Care,1,26.36,2025-04-19,New York
04e740a5-6412-40ef-9cea-fdd7a0a8c026,P1000,Liquid Detergent,Fabric Care,4,14.48,2025-02-09,New York
680a4b8b-cdbe-48d0-8c8f-f151b9e50c5e,P1009,Paper Towels,Family Care,2,22.11,2025-06-27,New York
75cd6c13-2e3a-44e4-92d6-28aa768279cf,P1007,Tampons,Feminine Care,1,21.81,2024-11-10,Los Angeles
b774bb9e-71a6-4191-bdce-dc541484d860,P1007,Tampons,Feminine Care,3,16.82,2025-03-10,Chicago
15b63607-52ad-46b6-ac44-5486ef1155e3,P1001,Fabric Softener,Fabric Care,9,29.4,2024-10-27,New York
08dcea64-9639-4803-869c-da515a524e3c,P1013,Face Wash,Skin & Personal Care,4,7.08,2024-10-16,Los Angeles
7820cf27-c24d-4d3f-88db-4ef18754995e,P1019,Shaving Foam,Grooming,4,4.43,2025-01-16,Chicago
4d84520b-f8a8-4b0d-a384-557aafd6fbfa,P1010,Shampoo,Hair Care,1,22.23,2025-06-01,Los Angeles
6a46c476-9ba1-4064-aae3-b0b33ddbbdc0,P1010,Shampoo,Hair Care,7,27.52,2025-01-07,Chicago
47f66058-004a-4b18-8180-5baed18725ec,P1007,Tampons,Feminine Care,4,14.33,2024-08-25,Chicago
f9ae9c27-fde0-4ef7-8062-2d2cd6e41d15,P1016,Pain Relief Tablets,Personal Health Care,4,2.52,2025-05-10,Los Angeles
5260a308-d586-434f-824a-e889c93ffd06,P1014,Toothpaste,Oral Care,1,17.91,2024-08-31,Chicago
4064ac4f-b58a-4dfe-ab34-a50547253f6b,P1013,Face Wash,Skin & Personal Care,2,28.16,2024-11-03,Chicago
2cb0ff3f-3115-43cd-b1d3-72ce9fe30d9c,P1013,Face Wash,Skin & Personal Care,3,25.04,2024-12-01,Chicago
86ed9dd9-7a08-48ba-a3da-d6d301f1bbed,P1009,Paper Towels,Family Care,1,13.78,2025-06-10,Chicago
e5640217-e5f9-4a6d-90c1-c4c9a8cb298f,P1019,Shaving Foam,Grooming,7,5.6,2024-11-25,Los Angeles
bd0cf104-86eb-43bc-96bf-6a5ea7a8374a,P1016,Pain Relief Tablets,Personal Health Care,10,10.82,2025-03-30,Chicago
2749e24a-e819-4890-85d7-5cbc36296ee7,P1017,Cough Syrup,Personal Health Care,4,5.7,2024-11-11,Los Angeles
7ed27548-4128-44b6-8648-60af2389630b,P1006,Sanitary Pads,Feminine Care,9,16.42,2025-05-08,New York
5429ea00-2299-4008-8fd5-053150ee3bdc,P1012,Body Lotion,Skin & Personal Care,10,26.88,2024-11-11,Chicago
c30b4bc7-7eb2-494a-9c38-07ddd1a91748,P1001,Fabric Softener,Fabric Care,2,9.77,2025-04-27,New York
218d0459-91bd-462b-b590-214b5b6e35b4,P1000,Liquid Detergent,Fabric Care,1,22.77,2024-08-03,Los Angeles
a18c9156-c21f-459b-913c-c3997dd106b6,P1004,Diapers,Baby Care,1,6.56,2024-09-19,New York
c606fd07-e07f-42ec-9cfe-f4dc074b9791,P1004,Diapers,Baby Care,3,22.35,2024-11-17,Los Angeles
a64f1159-399a-4156-aa45-ea84512f22f1,P1004,Diapers,Baby Care,9,9.53,2025-05-06,Los Angeles
8ff30f96-e710-4988-a740-9bada79237c1,P1005,Baby Lotion,Baby Care,2,10.56,2025-05-05,Chicago
7e214e8c-87e6-4870-9884-8d29dde05761,P1005,Baby Lotion,Baby Care,3,9.49,2024-11-16,Los Angeles
ee4e8f98-5d52-4fb3-ba01-37376746f513,P1013,Face Wash,Skin & Personal Care,2,18.2,2025-05-22,Los Angeles
1ca972c3-3fb9-477f-b7b3-4892ba97e75f,P1005,Baby Lotion,Baby Care,2,24.99,2024-09-23,New York
33c80ad4-6bf8-4870-ad47-d8bd3040110c,P1017,Cough Syrup,Personal Health Care,7,17.68,2025-06-09,Los Angeles
95a2e5ec-dcf7-4ab2-a6b6-fcae1ca1409b,P1019,Shaving Foam,Grooming,1,16.78,2024-11-17,New York
323c0932-9cc1-4ea5-8200-0f62784069b9,P1001,Fabric Softener,Fabric Care,8,22.59,2024-10-17,New York
eee81bb3-4446-4519-9b6e-b2e147b614b9,P1007,Tampons,Feminine Care,9,7.32,2024-09-15,Los Angeles
e77805e8-3ffa-4291-846c-4d0d6d549959,P1018,Razor Blades,Grooming,6,29.42,2025-01-30,Los Angeles
cd1ff6cb-09a2-40f2-9c82-30827558bb9f,P1000,Liquid Detergent,Fabric Care,10,11.56,2025-03-30,New York
bab70d07-c23b-4e42-862a-d22ed45d45be,P1005,Baby Lotion,Baby Care,3,7.96,2024-10-28,New York
2f2405f6-336c-4604-a379-aa2aef2d16db,P1013,Face Wash,Skin & Personal Care,7,11.36,2025-01-04,Chicago
fe4477d5-18cb-42be-b869-0acb3d71a64e,P1000,Liquid Detergent,Fabric Care,4,11.48,2024-12-01,Los Angeles
dcd2f251-1a8d-4d80-8079-f02ee46a0a8f,P1011,Hair Conditioner,Hair Care,4,24.28,2025-03-23,Chicago
f0ea698d-32a1-4f31-a1cb-62c06f56c400,P1006,Sanitary Pads,Feminine Care,2,15.4,2025-05-01,Chicago
b9473c6b-6cac-439c-ad73-08c4f9323c4b,P1015,Mouthwash,Oral Care,7,21.33,2025-05-09,New York
5a210588-c35c-4c76-99c2-a461773de461,P1015,Mouthwash,Oral Care,7,8.39,2024-10-13,Chicago
15c35d06-0577-48b0-aee5-bab32790faec,P1001,Fabric Softener,Fabric Care,10,4.93,2024-10-23,Chicago
6cc506ba-22a6-42e2-87e1-d3218d05a161,P1018,Razor Blades,Grooming,9,10.42,2025-01-09,New York
d4efeba6-5fd5-479a-86a8-d5ee43e8a838,P1015,Mouthwash,Oral Care,5,24.18,2024-10-28,New York
8430d521-ea4f-4c26-97c1-b6dfa83ffc63,P1006,Sanitary Pads,Feminine Care,3,8.08,2025-03-06,New York
69399d67-cc48-4fac-be78-92b1af5bec34,P1014,Toothpaste,Oral Care,6,23.53,2025-01-29,Chicago
ad6833b4-54a0-4a5d-adde-8e7f71809816,P1012,Body Lotion,Skin & Personal Care,3,4.96,2024-08-07,Los Angeles
fe5069ad-86ee-45b3-9f25-461cd78bda7a,P1003,Floor Cleaner,Home Care,6,9.21,2025-03-27,Los Angeles
5d3f2a30-cbc6-4d8a-928c-ae067ef44491,P1017,Cough Syrup,Personal Health Care,1,10.61,2025-01-30,Los Angeles
dcfd91a2-2013-4195-883c-edbe35bbe2ea,P1016,Pain Relief Tablets,Personal Health Care,4,18.48,2025-05-21,Los Angeles
0a6bb9f7-f1fe-48d2-ba9b-76a06d23a18f,P1002,Air Freshener,Home Care,1,22.62,2025-03-13,New York
6e556761-ac5e-4807-abc2-6d00045122d8,P1004,Diapers,Baby Care,2,3.58,2025-01-24,Chicago
569e04ce-2604-4091-841c-0b3cc72e1afd,P1019,Shaving Foam,Grooming,3,12.42,2024-08-22,Chicago
6cacb351-acb5-4300-96ed-719d80852e94,P1005,Baby Lotion,Baby Care,1,3.88,2024-07-19,Los Angeles
e8fbf231-5940-4bc3-8dcd-785f3cfc8c33,P1019,Shaving Foam,Grooming,6,29.24,2024-10-14,Chicago
e65b0b23-19df-47cb-b327-0a5331b098b3,P1005,Baby Lotion,Baby Care,4,2.27,2024-11-11,New York
671e51dd-00cc-4fb6-8929-c4dead27f381,P1009,Paper Towels,Family Care,2,10.33,2025-06-25,New York
c22dd60e-27fb-4fa4-b0b8-2ab08b3242b9,P1010,Shampoo,Hair Care,2,5.39,2024-09-24,New York
9d225f7f-140d-44b5-a3fb-a3c1456dccf9,P1018,Razor Blades,Grooming,4,10.17,2025-01-21,New York
06dc6c6b-89c3-418b-8402-48e688e8fe24,P1014,Toothpaste,Oral Care,7,17.76,2024-12-08,Chicago
f5ab4118-8247-452a-8fc9-881ae9079486,P1012,Body Lotion,Skin & Personal Care,1,7.62,2025-02-21,Chicago
db536249-3957-4f7c-a92c-1574198f1543,P1003,Floor Cleaner,Home Care,1,26.67,2024-12-22,Chicago
2d70a990-69e6-4f1a-a2c2-daf1a6a73dce,P1006,Sanitary Pads,Feminine Care,2,29.61,2024-09-04,Chicago
d06c8e48-03ab-40d4-bbc4-4e4502b39668,P1016,Pain Relief Tablets,Personal Health Care,10,19.24,2024-08-25,New York
a2f53612-5b9d-4d54-a98a-10e19934e817,P1015,Mouthwash,Oral Care,4,9.94,2025-04-14,New York
834ab01e-40e4-4072-823c-fbb102cf8b1b,P1008,Facial Tissues,Family Care,5,11.18,2024-12-30,Los Angeles
ac85e767-8f18-4eba-bd2e-0d2fd52a64c7,P1008,Facial Tissues,Family Care,8,22.27,2025-05-19,Chicago
14f8c559-5c9b-4676-bb33-ee6a428904b2,P1015,Mouthwash,Oral Care,8,16.5,2025-03-04,New York
2108aff7-a442-4004-9c55-113f680ecf4d,P1014,Toothpaste,Oral Care,5,3.27,2025-06-28,Los Angeles
e5b6cc09-4aab-4659-bbb8-7672c4e72a19,P1016,Pain Relief Tablets,Personal Health Care,7,14.13,2025-05-01,Los Angeles
d481db47-b2e9-4bf4-a5ce-ac53088992d7,P1000,Liquid Detergent,Fabric Care,2,6.7,2025-03-22,Los Angeles
dfe5dd5e-3266-4b32-a844-bcb2a2c45b84,P1018,Razor Blades,Grooming,7,5.84,2024-09-13,Los Angeles
d3a559aa-94b2-4767-a19f-a30d13992f83,P1004,Diapers,Baby Care,2,28.18,2024-11-25,Chicago
781c2fbe-b18a-4d95-9a07-1b9e60006dd2,P1011,Hair Conditioner,Hair Care,1,29.3,2024-11-23,Los Angeles
72fb19d6-a9ac-4336-ab14-84c482403af9,P1002,Air Freshener,Home Care,8,28.54,2024-08-02,New York
f5a6b15b-7ac6-4d48-8caa-073f368c5f8c,P1003,Floor Cleaner,Home Care,3,29.19,2024-12-27,New York
a52bcbb8-43ab-4f52-bc66-c12716b3d0d9,P1014,Toothpaste,Oral Care,8,10.11,2024-09-29,Chicago
1ccf4b35-ff27-4400-aed6-6bf5abe19fb5,P1016,Pain Relief Tablets,Personal Health Care,6,4.75,2024-08-02,Chicago
8dbf5090-a71b-48ad-b683-cc3fb4f05479,P1010,Shampoo,Hair Care,4,21.09,2024-11-03,Chicago
500a5160-4f24-410b-b134-4a5c76031145,P1008,Facial Tissues,Family Care,7,23.32,2025-02-07,Los Angeles
7f81d332-3394-42d1-b097-970d9e7e95e5,P1017,Cough Syrup,Personal Health Care,5,24.51,2024-12-29,Chicago
74daca56-3979-4cbd-a2f0-3d4f040f902c,P1001,Fabric Softener,Fabric Care,9,27.48,2024-11-06,Chicago
431bd9b9-d1d5-4c64-8b2e-5542d7ee627c,P1016,Pain Relief Tablets,Personal Health Care,3,2.18,2024-10-02,Chicago
fed13e79-ef5a-406c-aae6-226b1eee2731,P1006,Sanitary Pads,Feminine Care,7,29.47,2024-12-02,New York
a08439e0-f267-432f-bccf-482237f1b470,P1014,Toothpaste,Oral Care,8,22.78,2025-04-21,Los Angeles
c39e0702-f539-4920-a66c-0088e4685478,P1006,Sanitary Pads,Feminine Care,1,24.48,2024-09-24,Chicago
1e9ed55f-c4d2-47a9-8bac-c483d5b144ce,P1000,Liquid Detergent,Fabric Care,1,7.81,2024-11-07,New York
3084c325-0171-4b64-861e-6a94d4c1e54f,P1014,Toothpaste,Oral Care,10,8.17,2024-08-29,New York
a64db0e9-1917-48a6-b3c5-cb26ec516742,P1009,Paper Towels,Family Care,10,18.45,2025-01-13,Chicago
6db7184d-0860-4e6c-8ff8-ac68f6904808,P1003,Floor Cleaner,Home Care,2,14.58,2025-04-17,Los Angeles
707fc514-463f-478e-9345-3e8d8d9fc1cd,P1001,Fabric Softener,Fabric Care,4,7.27,2025-04-07,Chicago
e1b15de7-aaf7-489f-8719-e4a0efde8480,P1015,Mouthwash,Oral Care,7,8.63,2025-06-02,Los Angeles
a1eefea0-6154-47f2-bdc7-3de85ee3e24c,P1008,Facial Tissues,Family Care,3,23.19,2024-09-28,New York
f2f5b9a0-032b-4855-9c8a-39bca8c7e8fb,P1002,Air Freshener,Home Care,5,5.37,2025-01-26,New York
2948cdae-1a30-43b9-b029-121459e9b9cb,P1009,Paper Towels,Family Care,1,27.92,2025-02-03,New York
4960662f-fee6-4cd8-b569-7c576083003f,P1011,Hair Conditioner,Hair Care,3,27.04,2025-02-28,New York
6dbd30e6-283b-4402-b34f-0f06fc761899,P1006,Sanitary Pads,Feminine Care,3,8.73,2024-09-02,Los Angeles
739fcb1d-2a86-4718-8c14-a2038c6a1c80,P1005,Baby Lotion,Baby Care,3,27.14,2024-08-03,Los Angeles
5a953591-2b56-4fcc-9457-33f43aec16c2,P1014,Toothpaste,Oral Care,1,6.92,2024-11-04,Los Angeles
c1af334d-dd45-45fd-b231-61bc15d5d129,P1019,Shaving Foam,Grooming,10,14.23,2025-05-12,Chicago
f62747f6-c794-4ad2-a9f4-71f16bb32a56,P1006,Sanitary Pads,Feminine Care,7,8.85,2024-07-26,Los Angeles
52741f7a-6f1c-4500-aa46-795bc8c243ce,P1010,Shampoo,Hair Care,3,11.18,2025-03-28,New York
c0e7ae8a-9e0a-4549-a5f0-3718a67a9f85,P1010,Shampoo,Hair Care,4,10.91,2024-07-22,Chicago
6fd1945f-884e-45b5-9038-915429c73a10,P1003,Floor Cleaner,Home Care,1,15.29,2025-01-10,New York
7e0efb59-71ee-46d8-a34c-d14ccf2f0b9b,P1017,Cough Syrup,Personal Health Care,7,4.2,2024-08-09,Los Angeles
85f844cf-b9f7-49b4-a343-d4f301a1f0e5,P1009,Paper Towels,Family Care,7,16.05,2024-08-19,New York
f68562d3-7d09-4cdd-b184-f92744bcaf08,P1004,Diapers,Baby Care,10,6.42,2024-12-28,New York
f6f1b514-12f9-402b-9877-59255ca3f3ce,P1019,Shaving Foam,Grooming,10,9.91,2025-06-10,Los Angeles
5c93a278-ccee-4db7-a64c-d5413e0accf5,P1019,Shaving Foam,Grooming,9,16.67,2025-01-20,Chicago
d83aff04-c993-4f0b-97b8-ddbe832f0e45,P1015,Mouthwash,Oral Care,7,16.48,2025-01-24,New York
080552fb-f9cc-477a-8988-3a5727b14c8a,P1014,Toothpaste,Oral Care,8,25.26,2025-06-17,Los Angeles
a0c719c4-8018-47d4-a5c1-c08dec564d4c,P1010,Shampoo,Hair Care,7,7.95,2025-02-28,New York
cb29c5b6-67d5-4511-9f30-a09730e8e67d,P1018,Razor Blades,Grooming,7,10.16,2024-07-09,Chicago
93ad4c95-aa78-44d9-b2a8-1fde80c97198,P1016,Pain Relief Tablets,Personal Health Care,8,10.41,2025-02-27,Chicago
d31655f3-1d11-42df-ac8a-7f7c32082a6c,P1009,Paper Towels,Family Care,4,23.47,2024-11-26,New York
6ac4d17f-7f50-4106-824d-eab81194edaf,P1004,Diapers,Baby Care,1,18.69,2024-08-07,New York
af819db9-b48e-4ff8-895e-6b9daa73b13b,P1003,Floor Cleaner,Home Care,9,24.05,2024-10-24,New York
d360206d-dbfc-44d8-a9d6-48f0c82c6677,P1009,Paper Towels,Family Care,1,19.33,2025-01-15,Chicago
55d884b6-706b-48a7-8c75-349682d03789,P1002,Air Freshener,Home Care,3,13.03,2025-02-22,Los Angeles
aa1d68d4-fd30-4948-86d4-c00cdd80eb92,P1006,Sanitary Pads,Feminine Care,9,29.99,2024-10-06,Chicago
a1c273e5-3cb2-4a85-bc9e-0f6fa1ed024b,P1000,Liquid Detergent,Fabric Care,3,3.84,2024-09-12,New York
69bbdb51-1806-4f79-b413-e05d3f58e97c,P1007,Tampons,Feminine Care,3,27.14,2024-12-27,New York
ba5b96f6-6c7d-4509-9ea8-255a5c866417,P1017,Cough Syrup,Personal Health Care,6,25.0,2024-11-19,New York
0a70aecc-a4d4-48cf-bdc1-7b4f3030c659,P1014,Toothpaste,Oral Care,4,27.21,2025-02-11,New York
ba6eb8d8-8d4b-4feb-98ed-748d3bb56ac9,P1012,Body Lotion,Skin & Personal Care,9,15.47,2024-12-18,Los Angeles
f55cd839-3348-43a5-8a66-a5f0834c856f,P1009,Paper Towels,Family Care,10,29.82,2024-10-29,Chicago
85337bab-bb0e-4942-ac36-294f6c01cc13,P1001,Fabric Softener,Fabric Care,8,25.16,2024-11-09,Chicago
04372d2f-3719-4791-ba42-081381038aee,P1005,Baby Lotion,Baby Care,9,16.65,2025-01-21,New York
1ce15b4e-0db2-4679-b102-a97c6d57414e,P1006,Sanitary Pads,Feminine Care,3,11.75,2024-12-09,Los Angeles
a0bad3ae-86ae-4e13-9bdd-8088ae82f3e9,P1003,Floor Cleaner,Home Care,7,15.09,2025-04-05,Los Angeles
ad99cf67-8760-4374-921a-356177230cde,P1000,Liquid Detergent,Fabric Care,9,7.72,2025-04-02,New York
736918be-7b34-49bf-98de-292e0e9cdb8f,P1015,Mouthwash,Oral Care,10,23.99,2024-09-02,Chicago
446842e8-528b-4e81-9243-048815561022,P1012,Body Lotion,Skin & Personal Care,4,5.19,2025-06-10,Chicago
c7657d65-19f5-4852-83b7-ba5345f02a59,P1001,Fabric Softener,Fabric Care,7,12.1,2024-08-17,New York
7da1dac7-a8af-4128-aada-6156a48761e6,P1004,Diapers,Baby Care,9,4.45,2025-03-05,Chicago
81bd29ce-9121-4519-8fd1-1427f3f614a6,P1018,Razor Blades,Grooming,10,9.93,2025-02-16,Chicago
974b106b-a34e-4869-b9f0-7c756841a281,P1002,Air Freshener,Home Care,3,17.63,2024-08-08,Los Angeles
2837c46f-4b78-4dbc-8cf3-19eedf71f1dc,P1001,Fabric Softener,Fabric Care,2,7.67,2025-03-04,Chicago
fd82c036-1af2-4058-849a-436fd7320710,P1002,Air Freshener,Home Care,8,15.15,2024-09-27,Chicago
4e8351d3-6c82-4e27-9140-8e5e410858de,P1019,Shaving Foam,Grooming,5,29.87,2025-03-04,Los Angeles
9429713b-6593-4551-9ac0-aedad928aeea,P1004,Diapers,Baby Care,2,28.06,2025-03-03,New York
543e49b8-93e1-43f7-b13c-22a08939d9c8,P1004,Diapers,Baby Care,7,19.49,2025-03-18,Chicago
6a0c659a-6544-4346-a4e2-bbf3f0f29465,P1007,Tampons,Feminine Care,10,2.36,2025-01-21,New York
3e18ecd1-0bf6-480b-a8c0-4cb941754ef7,P1004,Diapers,Baby Care,9,26.12,2025-03-20,Los Angeles
713e6dae-6e04-4c91-98be-225f2abddcf7,P1000,Liquid Detergent,Fabric Care,10,29.21,2025-01-25,New York
b4b03bb5-1b40-4f52-8ac6-926d927991c3,P1005,Baby Lotion,Baby Care,3,6.22,2024-10-13,Los Angeles
970e4896-ab37-4c4e-8dee-e05efc6640fb,P1007,Tampons,Feminine Care,5,5.33,2024-08-08,Los Angeles
2c899b16-2b74-4ed8-a8de-4656131c4ef0,P1012,Body Lotion,Skin & Personal Care,5,2.76,2024-07-08,New York
caed9eeb-4502-454b-a663-4e5ed57eee4e,P1017,Cough Syrup,Personal Health Care,5,5.68,2024-08-25,Chicago
fe4b8fc8-89c1-419c-a07a-72aa1276c10d,P1019,Shaving Foam,Grooming,2,6.39,2025-05-02,Los Angeles
7b1f596a-4964-4650-a09e-1f1388dabe2f,P1012,Body Lotion,Skin & Personal Care,7,27.69,2025-03-07,Chicago
1e840441-7389-4655-8e1c-7d3963a9de29,P1008,Facial Tissues,Family Care,4,12.74,2025-02-11,New York
